,u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,bearing,lanes,ref,bridge,junction,width
6314,2449871860,2449871579,0,237038685,False,,living_street,,82.232,"LINESTRING (59.5118993 36.37802, 59.5111159 36.3776339)",238.5,,,,,
6315,2449871927,2449871393,0,237038664,False,امام دوست ۵۸,residential,30.0,175.041,"LINESTRING (59.5231285 36.3782215, 59.521458 36.3774035)",238.7,,,,,
6316,2449871927,4867758844,0,466033875,True,شهید امام دوست,secondary,40.0,178.682,"LINESTRING (59.5231285 36.3782215, 59.5242809 36.3769095)",144.7,,,,,
6317,2449871933,595593419,0,385028058,True,بزرگراه هاشمی رفسنجانی,trunk,80.0,433.444,"LINESTRING (59.5100808 36.378211, 59.5117234 36.3787494, 59.5126223 36.379066, 59.5132012 36.3793044, 59.5144203 36.3799165)",64.0,3,,,,
6318,2449871966,2449871814,0,52613554,False,,residential,30.0,53.566,"LINESTRING (59.5190744 36.3783127, 59.5193941 36.3779055)",147.7,,,,,
6319,2449871966,2449872070,0,52613554,False,,residential,30.0,86.293,"LINESTRING (59.5190744 36.3783127, 59.5185594 36.3789687)",327.7,,,,,
6320,2449871966,2449871780,0,237038690,False,اندیشه ۸۷,residential,30.0,94.53,"LINESTRING (59.5190744 36.3783127, 59.5181764 36.3778655)",238.3,,,,,
6321,2449871987,2449872151,0,237038615,False,,living_street,,106.544,"LINESTRING (59.5175862 36.3784642, 59.5169475 36.3792727)",327.5,,,,,
6322,2449871987,5502049960,0,237038683,False,اندیشه ۸۹,residential,,5.413,"LINESTRING (59.5175862 36.3784642, 59.517637 36.3784906)",57.2,,,,,
6323,2449871987,5502049949,0,237038683,False,اندیشه ۸۹,residential,,5.351,"LINESTRING (59.5175862 36.3784642, 59.5175359 36.3784382)",237.3,,,,,
6324,2449871998,2449872155,0,237038701,False,امام دوست ۶۲ - مشکینی ۳۷,residential,30.0,165.875,"LINESTRING (59.5205767 36.3785148, 59.5221195 36.3793409)",56.4,,,,,
6325,2449871998,2449871855,0,710288084,False,آیت الله مشکینی,tertiary,30.0,64.325,"LINESTRING (59.5205767 36.3785148, 59.520971 36.3780312)",146.7,4,,,,
6326,2449871998,2449871814,0,710288085,False,امام دوست ۶۲ - مشکینی ۲۸,residential,30.0,125.695,"LINESTRING (59.5205767 36.3785148, 59.5193941 36.3779055)",237.4,,,,,
6327,2449871998,2449872118,0,55487509,False,آیت الله مشکینی,tertiary,30.0,85.948,"LINESTRING (59.5205767 36.3785148, 59.5203551 36.378792, 59.5202397 36.3789363, 59.5201099 36.3790986, 59.520057 36.3791647)",327.2,4,,,,
6328,2449872011,2449871855,0,237038600,False,مشکینی مشکینی ۳۵,residential,30.0,120.272,"LINESTRING (59.5221085 36.3786067, 59.520971 36.3780312)",237.9,,,,,
6329,2449872013,287285686,0,26235860,False,اندیشه ۷۶,residential,30.0,113.947,"LINESTRING (59.5156456 36.3786224, 59.5145758 36.3780672)",237.2,,,,,
6330,2449872070,2449871966,0,52613554,False,,residential,30.0,86.293,"LINESTRING (59.5185594 36.3789687, 59.5190744 36.3783127)",147.7,,,,,
6331,2449872070,5502049960,0,237038683,False,اندیشه ۸۹,residential,,98.21,"LINESTRING (59.5185594 36.3789687, 59.517637 36.3784906)",237.2,,,,,
6332,2449872070,595594285,0,52613554,False,,residential,30.0,185.577,"LINESTRING (59.5185594 36.3789687, 59.5179258 36.3797758, 59.5174559 36.3803815)",327.8,,,,,
6333,2449872076,2449872119,0,237038703,False,امام دوست ۶۴ - مشکینی ۳۹,residential,30.0,45.271,"LINESTRING (59.520643 36.3789392, 59.52107 36.3791573)",57.6,,,,,
6334,2449872082,2449872151,0,237038721,False,اندیشه ۹۱,living_street,,59.657,"LINESTRING (59.5163947 36.3789731, 59.5169475 36.3792727)",56.1,,,,,
6335,2449872118,2449872186,0,55487509,False,آیت الله مشکینی,tertiary,30.0,53.359,"LINESTRING (59.520057 36.3791647, 59.5197344 36.3795682)",327.2,4,,,,
6336,2449872118,2449872180,0,237038716,False,امام دوست ۶۶ - مشکینی ۴۱,residential,30.0,76.511,"LINESTRING (59.520057 36.3791647, 59.5207903 36.3795181)",59.1,,,,,
6337,2449872118,2449871998,0,55487509,False,آیت الله مشکینی,tertiary,30.0,85.94800000000001,"LINESTRING (59.520057 36.3791647, 59.5201099 36.3790986, 59.5202397 36.3789363, 59.5203551 36.378792, 59.5205767 36.3785148)",147.2,4,,,,
6338,2449872119,2449872180,0,237038622,False,,residential,30.0,47.292,"LINESTRING (59.52107 36.3791573, 59.5207903 36.3795181)",328.0,,,,,
6339,2449872119,2449872076,0,237038703,False,امام دوست ۶۴ - مشکینی ۳۹,residential,30.0,45.271,"LINESTRING (59.52107 36.3791573, 59.520643 36.3789392)",237.6,,,,,
6340,2449872119,2449872168,0,237038703,False,امام دوست ۶۴ - مشکینی ۳۹,residential,30.0,55.362,"LINESTRING (59.52107 36.3791573, 59.5215922 36.379424)",57.6,,,,,
6341,2449872151,2449871987,0,237038615,False,,living_street,,106.544,"LINESTRING (59.5169475 36.3792727, 59.5175862 36.3784642)",147.5,,,,,
6342,2449872151,2449872082,0,237038721,False,اندیشه ۹۱,living_street,,59.657,"LINESTRING (59.5169475 36.3792727, 59.5163947 36.3789731)",236.1,,,,,
6343,2449872151,2449872193,0,237038721,False,اندیشه ۹۱,living_street,,72.877,"LINESTRING (59.5169475 36.3792727, 59.5176352 36.3796234)",57.6,,,,,
6344,2449872155,2449871998,0,237038701,False,امام دوست ۶۲ - مشکینی ۳۷,residential,30.0,165.875,"LINESTRING (59.5221195 36.3793409, 59.5205767 36.3785148)",236.4,,,,,
6345,2449872155,2449871927,0,466033875,True,شهید امام دوست,secondary,40.0,153.795,"LINESTRING (59.5221195 36.3793409, 59.5231285 36.3782215)",144.0,,,,,
6346,2449872168,2449872119,0,237038703,False,امام دوست ۶۴ - مشکینی ۳۹,residential,30.0,55.362,"LINESTRING (59.5215922 36.379424, 59.52107 36.3791573)",237.6,,,,,
6347,2449872180,2449872119,0,237038622,False,,residential,30.0,47.292,"LINESTRING (59.5207903 36.3795181, 59.52107 36.3791573)",148.0,,,,,
6348,2449872180,2449872201,0,237038716,False,امام دوست ۶۶ - مشکینی ۴۱,residential,30.0,56.348,"LINESTRING (59.5207903 36.3795181, 59.521315 36.379798)",56.5,,,,,
6349,2449872180,2449872118,0,237038716,False,امام دوست ۶۶ - مشکینی ۴۱,residential,30.0,76.511,"LINESTRING (59.5207903 36.3795181, 59.520057 36.3791647)",239.1,,,,,
6350,2449872186,2449872118,0,55487509,False,آیت الله مشکینی,tertiary,30.0,53.359,"LINESTRING (59.5197344 36.3795682, 59.520057 36.3791647)",147.2,4,,,,
6351,2449872186,2449872203,0,55487509,False,آیت الله مشکینی,tertiary,30.0,49.301,"LINESTRING (59.5197344 36.3795682, 59.5194363 36.379941)",327.2,4,,,,
6352,2449872186,2449872216,0,237038629,False,مشکینی ۴۳,residential,30.0,123.987,"LINESTRING (59.5197344 36.3795682, 59.5209136 36.380153)",58.4,,,,,
6353,2449872193,2449872151,0,237038721,False,اندیشه ۹۱,living_street,,72.877,"LINESTRING (59.5176352 36.3796234, 59.5169475 36.3792727)",237.6,,,,,
6354,2449872201,2449872180,0,237038716,False,امام دوست ۶۶ - مشکینی ۴۱,residential,30.0,56.348,"LINESTRING (59.521315 36.379798, 59.5207903 36.3795181)",236.5,,,,,
6355,2449872202,2449872218,0,237038731,False,اندیشه ۹۵,residential,30.0,89.238,"LINESTRING (59.5156644 36.3798146, 59.516504 36.3802472)",57.4,,,,,
6356,2449872203,2449872186,0,55487509,False,آیت الله مشکینی,tertiary,30.0,49.301,"LINESTRING (59.5194363 36.379941, 59.5197344 36.3795682)",147.2,4,,,,
6357,2449872203,2449872219,0,55487509,False,آیت الله مشکینی,tertiary,30.0,52.22,"LINESTRING (59.5194363 36.379941, 59.5191206 36.3803359)",327.2,4,,,,
6358,2449872203,2449872220,0,237038711,False,مشکینی ۴۵,residential,30.0,78.518,"LINESTRING (59.5194363 36.379941, 59.5201824 36.3803122)",58.3,,,,,
6359,2449872215,2449872223,0,595369885,False,اندیشه ۹۷,residential,30.0,91.228,"LINESTRING (59.5153931 36.3801175, 59.5162281 36.3805878)",55.0,,,,,
6360,2449872216,2449872186,0,237038629,False,مشکینی ۴۳,residential,30.0,123.987,"LINESTRING (59.5209136 36.380153, 59.5197344 36.3795682)",238.4,,,,,
6361,2449872218,2449872223,0,237038635,False,,residential,30.0,45.215,"LINESTRING (59.516504 36.3802472, 59.5162281 36.3805878)",326.9,,,,,
6362,2449872218,2449872224,0,237038731,False,اندیشه ۹۵,residential,30.0,79.677,"LINESTRING (59.516504 36.3802472, 59.5172536 36.3806335)",57.4,,,,,
6363,2449872218,2449872202,0,237038731,False,اندیشه ۹۵,residential,30.0,89.238,"LINESTRING (59.516504 36.3802472, 59.5156644 36.3798146)",237.4,,,,,
6364,2449872219,2449872203,0,55487509,False,آیت الله مشکینی,tertiary,30.0,52.22,"LINESTRING (59.5191206 36.3803359, 59.5194363 36.379941)",147.2,4,,,,
6365,2449872219,2449872225,0,237038692,False,مشکینی ۴۷,residential,30.0,78.917,"LINESTRING (59.5191206 36.3803359, 59.5198784 36.3806985)",59.3,,,,,
6366,2449872219,668278755,0,"[55487509, 977490342]",False,آیت الله مشکینی,tertiary,30.0,68.965,"LINESTRING (59.5191206 36.3803359, 59.5190186 36.3804635, 59.5188302 36.3806991, 59.5187036 36.3808574)",327.2,4,,,,
6367,2449872220,2449872225,0,237038709,False,,residential,30.0,50.85,"LINESTRING (59.5201824 36.3803122, 59.5198784 36.3806985)",327.6,,,,,
6368,2449872220,2449872203,0,237038711,False,مشکینی ۴۵,residential,30.0,78.518,"LINESTRING (59.5201824 36.3803122, 59.5194363 36.379941)",238.3,,,,,
6369,2449872220,2449872222,0,237038711,False,مشکینی ۴۵,residential,30.0,43.324,"LINESTRING (59.5201824 36.3803122, 59.5205941 36.380517)",58.3,,,,,
6370,2449872222,2449872220,0,237038711,False,مشکینی ۴۵,residential,30.0,43.324,"LINESTRING (59.5205941 36.380517, 59.5201824 36.3803122)",238.3,,,,,
6371,2449872223,2449872218,0,237038635,False,,residential,30.0,45.215,"LINESTRING (59.5162281 36.3805878, 59.516504 36.3802472)",146.9,,,,,
6372,2449872223,2449872215,0,595369885,False,اندیشه ۹۷,residential,30.0,91.228,"LINESTRING (59.5162281 36.3805878, 59.5153931 36.3801175)",235.0,,,,,
6373,2449872223,2449872236,0,595369885,False,اندیشه ۹۷,residential,30.0,80.528,"LINESTRING (59.5162281 36.3805878, 59.5169652 36.3810029)",55.0,,,,,
6374,2449872224,595594285,0,237038705,False,,residential,30.0,33.364,"LINESTRING (59.5172536 36.3806335, 59.5174559 36.3803815)",147.1,,,,,
6375,2449872224,2449872236,0,237038705,False,,residential,30.0,48.516,"LINESTRING (59.5172536 36.3806335, 59.5169652 36.3810029)",327.8,,,,,
6376,2449872224,2449872242,0,237038731,False,اندیشه ۹۵,residential,30.0,95.928,"LINESTRING (59.5172536 36.3806335, 59.5181561 36.3810986)",57.4,,,,,
6377,2449872224,2449872218,0,237038731,False,اندیشه ۹۵,residential,30.0,79.677,"LINESTRING (59.5172536 36.3806335, 59.516504 36.3802472)",237.4,,,,,
6378,2449872225,2449872219,0,237038692,False,مشکینی ۴۷,residential,30.0,78.917,"LINESTRING (59.5198784 36.3806985, 59.5191206 36.3803359)",239.3,,,,,
6379,2449872225,2449872233,0,237038692,False,مشکینی ۴۷,residential,30.0,43.357,"LINESTRING (59.5198784 36.3806985, 59.5202946 36.3808979)",59.2,,,,,
6380,2449872225,2449872220,0,237038709,False,,residential,30.0,50.85,"LINESTRING (59.5198784 36.3806985, 59.5201824 36.3803122)",147.6,,,,,
6381,2449872225,2449872240,0,237038709,False,,residential,30.0,50.039,"LINESTRING (59.5198784 36.3806985, 59.519578 36.381078)",327.5,,,,,
6382,2449872231,2449872240,0,237038704,False,مشکینی ۴۹,residential,30.0,43.13,"LINESTRING (59.5191719 36.3808693, 59.519578 36.381078)",57.4,,,,,
6383,2449872233,2449872225,0,237038692,False,مشکینی ۴۷,residential,30.0,43.357,"LINESTRING (59.5202946 36.3808979, 59.5198784 36.3806985)",239.2,,,,,
6384,2449872236,2449872224,0,237038705,False,,residential,30.0,48.516,"LINESTRING (59.5169652 36.3810029, 59.5172536 36.3806335)",147.8,,,,,
6385,2449872236,2449872223,0,595369885,False,اندیشه ۹۷,residential,30.0,80.528,"LINESTRING (59.5169652 36.3810029, 59.5162281 36.3805878)",235.0,,,,,
6386,2449872236,2449872250,0,595369885,False,اندیشه ۹۷,residential,30.0,122.48,"LINESTRING (59.5169652 36.3810029, 59.517883 36.3814837, 59.518112 36.3816036)",57.0,,,,,
6387,2449872240,2449872231,0,237038704,False,مشکینی ۴۹,residential,30.0,43.13,"LINESTRING (59.519578 36.381078, 59.5191719 36.3808693)",237.4,,,,,
6388,2449872240,2449872246,0,237038704,False,مشکینی ۴۹,residential,30.0,43.613,"LINESTRING (59.519578 36.381078, 59.5199886 36.3812891)",57.4,,,,,
6389,2449872240,2449872225,0,237038709,False,,residential,30.0,50.039,"LINESTRING (59.519578 36.381078, 59.5198784 36.3806985)",147.5,,,,,
6390,2449872242,2449872224,0,237038731,False,اندیشه ۹۵,residential,30.0,95.928,"LINESTRING (59.5181561 36.3810986, 59.5172536 36.3806335)",237.4,,,,,
6391,2449872246,2449872240,0,237038704,False,مشکینی ۴۹,residential,30.0,43.613,"LINESTRING (59.5199886 36.3812891, 59.519578 36.381078)",237.4,,,,,
6392,2449872247,2449872249,0,237038712,False,مشکینی ۵۳,residential,30.0,35.926,"LINESTRING (59.5186583 36.3813611, 59.5189933 36.381539)",56.6,,,,,
6393,2449872249,2449872252,0,237038677,False,میثاق ۷۷,residential,30.0,49.036,"LINESTRING (59.5189933 36.381539, 59.5186945 36.3819086)",326.9,,,,,
6394,2449872249,2449872251,0,237038712,False,مشکینی ۵۳,residential,30.0,53.298,"LINESTRING (59.5189933 36.381539, 59.5194903 36.3818029)",56.6,,,,,
6395,2449872249,2449872247,0,237038712,False,مشکینی ۵۳,residential,30.0,35.926,"LINESTRING (59.5189933 36.381539, 59.5186583 36.3813611)",236.6,,,,,
6396,2449872250,2449872252,0,237038767,False,مشکینی ۵۵,residential,30.0,62.205,"LINESTRING (59.518112 36.3816036, 59.5186945 36.3819086)",57.0,,,,,
6397,2449872250,668278745,0,52613552,False,میثاق ۷۵ - هاشمی رفسنجانی ۷۵,residential,30.0,64.987,"LINESTRING (59.518112 36.3816036, 59.5184215 36.3812353, 59.5185223 36.3811215)",145.6,,,,,
6398,2449872250,2449872236,0,595369885,False,اندیشه ۹۷,residential,30.0,122.48,"LINESTRING (59.518112 36.3816036, 59.517883 36.3814837, 59.5169652 36.3810029)",237.0,,,,,
6399,2449872251,2449872249,0,237038712,False,مشکینی ۵۳,residential,30.0,53.298,"LINESTRING (59.5194903 36.3818029, 59.5189933 36.381539)",236.6,,,,,
6400,2449872252,2449872249,0,237038677,False,میثاق ۷۷,residential,30.0,49.036,"LINESTRING (59.5186945 36.3819086, 59.5189933 36.381539)",146.9,,,,,
6401,2449872252,2449872250,0,237038767,False,مشکینی ۵۵,residential,30.0,62.205,"LINESTRING (59.5186945 36.3819086, 59.518112 36.3816036)",237.0,,,,,
6402,2449872252,2449872253,0,237038767,False,مشکینی ۵۵,residential,30.0,43.588,"LINESTRING (59.5186945 36.3819086, 59.5191026 36.3821224)",56.9,,,,,
6403,2449872253,2449872252,0,237038767,False,مشکینی ۵۵,residential,30.0,43.588,"LINESTRING (59.5191026 36.3821224, 59.5186945 36.3819086)",236.9,,,,,
6404,2449891915,8071348733,0,385028318,True,,trunk,80.0,240.884,"LINESTRING (59.4681606 36.349485, 59.4675296 36.3500844, 59.4672544 36.350376, 59.4670095 36.350663, 59.4668475 36.3509201, 59.466802 36.351074, 59.4667599 36.3512908)",328.0,3,,,,
6405,2493167465,278228443,0,"[382629792, 951295615]",True,بولوار شاهد,primary,60.0,231.821,"LINESTRING (59.5012356 36.348443, 59.5011548 36.3472769, 59.5010984 36.3465384, 59.5010814 36.3464332, 59.5010495 36.3463671)",184.1,"['2', '3']",,,,
6406,2493167466,2493167465,0,241724376,True,,residential,30.0,24.166,"LINESTRING (59.5010086 36.3485605, 59.5012356 36.348443)",122.7,,,,,
6407,2493167466,287347582,0,241724390,False,شاهد ۱۰,residential,30.0,79.731,"LINESTRING (59.5010086 36.3485605, 59.5002268 36.3489035)",298.6,,,,,
6408,2493167468,2493167465,0,382629792,True,بولوار شاهد,primary,60.0,25.389,"LINESTRING (59.5012508 36.348671, 59.5012356 36.348443)",183.1,3,,,,
6409,2493167468,2493167466,0,241724379,True,,residential,30.0,25.11,"LINESTRING (59.5012508 36.348671, 59.501138 36.348604, 59.5010086 36.3485605)",240.5,,,,,
6410,2563730934,2563730938,0,249821778,False,امام هادی ۱,residential,30.0,139.528,"LINESTRING (59.5509983 36.3592962, 59.550695 36.360527)",348.8,,,,,
6411,2563730934,265561605,0,590888191,False,خیابان امام هادی,secondary,50.0,9.246,"LINESTRING (59.5509983 36.3592962, 59.5510991 36.3593142)",77.5,,,,,
6412,2563730934,265561604,0,590888191,False,خیابان امام هادی,secondary,50.0,40.65,"LINESTRING (59.5509983 36.3592962, 59.5505551 36.3592171)",257.5,,,,,
6413,2563730938,2563730934,0,249821778,False,امام هادی ۱,residential,30.0,139.528,"LINESTRING (59.550695 36.360527, 59.5509983 36.3592962)",168.8,,,,,
6414,2627769538,2912509067,0,257181129,False,حجاب ۶۳/۴,residential,30.0,29.778,"LINESTRING (59.5220471 36.3661249, 59.5219507 36.3663812)",343.2,,,,,
6415,2627769538,280485296,0,25722588,False,حجاب ۶۳,residential,30.0,168.548,"LINESTRING (59.5220471 36.3661249, 59.5233068 36.3664251, 59.5238521 36.3665551)",73.5,,,,,
6416,2627769538,280485143,0,25722588,False,حجاب ۶۳,residential,30.0,115.247,"LINESTRING (59.5220471 36.3661249, 59.5216552 36.3660315, 59.5208129 36.3658308)",253.5,,,,,
6417,2627769543,4609279947,0,466034951,False,حجاب ۶۵,residential,30.0,33.685,"LINESTRING (59.5194464 36.3658329, 59.5190859 36.3657463)",253.4,,,,,
6418,2627769543,4611416206,0,466318353,False,,residential,30.0,26.415,"LINESTRING (59.5194464 36.3658329, 59.5193653 36.3660613)",344.0,,,,,
6419,2627769543,4611418477,0,466034951,False,حجاب ۶۵,residential,30.0,52.282,"LINESTRING (59.5194464 36.3658329, 59.5194969 36.3658208, 59.5200067 36.365941)",76.5,,,,,
6420,2627769546,2912509066,0,257181134,False,,residential,30.0,26.948,"LINESTRING (59.5204833 36.3665855, 59.5205774 36.3663553)",161.8,,,,,
6421,2627769546,2912509078,0,257181130,False,حجاب ۶۷,residential,30.0,120.497,"LINESTRING (59.5204833 36.3665855, 59.5211536 36.3667425, 59.5212122 36.3667906, 59.5217526 36.3669206)",71.8,,,,,
6422,2627769546,4611416207,0,257181130,False,حجاب ۶۷,residential,30.0,60.079,"LINESTRING (59.5204833 36.3665855, 59.5199938 36.3664753, 59.5199327 36.3664913, 59.5198384 36.3664685)",257.3,,,,,
6423,2627769547,2912509066,0,257181134,False,,residential,30.0,25.424,"LINESTRING (59.5206661 36.3661381, 59.5205774 36.3663553)",341.8,,,,,
6424,2627769547,2912509067,0,466034951,False,حجاب ۶۵,residential,30.0,120.158,"LINESTRING (59.5206661 36.3661381, 59.5211951 36.3662622, 59.5212968 36.3662283, 59.5219507 36.3663812)",76.8,,,,,
6425,2627769547,4611418477,0,466034951,False,حجاب ۶۵,residential,30.0,64.50200000000001,"LINESTRING (59.5206661 36.3661381, 59.5206334 36.3660916, 59.5200067 36.365941)",249.6,,,,,
6426,2627769548,2912509071,0,257181135,False,حجاب ۶۳/۶,residential,30.0,27.387,"LINESTRING (59.5230207 36.3671841, 59.5231078 36.366948)",163.5,,,,,
6427,2627769548,2912509078,0,257181130,False,حجاب ۶۷,residential,30.0,118.063,"LINESTRING (59.5230207 36.3671841, 59.5223538 36.3670256, 59.5222459 36.3670377, 59.5217526 36.3669206)",255.5,,,,,
6428,2627769548,4611475762,0,466329848,False,ادیب ۴۲/۱۲,residential,30.0,40.27,"LINESTRING (59.5230207 36.3671841, 59.5230424 36.3672486, 59.5233942 36.3673321)",63.8,,,,,
6429,2627769549,2912509071,0,257181135,False,حجاب ۶۳/۶,residential,30.0,27.806,"LINESTRING (59.5231933 36.3667076, 59.5231078 36.366948)",344.0,,,,,
6430,2627769549,2912509067,0,466034951,False,حجاب ۶۵,residential,30.0,117.551,"LINESTRING (59.5231933 36.3667076, 59.5225656 36.3665547, 59.5224892 36.3665078, 59.5219507 36.3663812)",251.9,,,,,
6431,2627769549,4611508034,0,466333372,False,ادیب ۴۲/۸,residential,30.0,37.582,"LINESTRING (59.5231933 36.3667076, 59.5232718 36.3666884, 59.5235965 36.3667631)",80.3,,,,,
6432,2631646322,297428090,0,27108252,False,حجاب ۱۷,residential,30.0,96.816,"LINESTRING (59.5282773 36.3570241, 59.5273624 36.3565602)",237.8,,,,,
6433,2631646322,297428112,0,27108252,False,حجاب ۱۷,residential,30.0,89.597,"LINESTRING (59.5282773 36.3570241, 59.529124 36.3574534)",57.8,,,,,
6434,2631646322,297428085,0,257683299,False,,residential,30.0,51.629,"LINESTRING (59.5282773 36.3570241, 59.528607 36.3566432)",145.1,,,,,
6435,2631646322,6400629815,0,683360659,False,شریعتی ۶,residential,,40.263,"LINESTRING (59.5282773 36.3570241, 59.5280157 36.3573186)",324.4,,,,,
6436,2631664469,287258302,0,27108232,False,یوسفی ۲۳,residential,30.0,32.891,"LINESTRING (59.5204378 36.3562376, 59.5203246 36.356519)",342.0,,,,,
6437,2631664469,2631664471,0,257684938,False,امامیه ۳۱,residential,30.0,57.337,"LINESTRING (59.5204378 36.3562376, 59.5198284 36.3560794)",252.1,,,,,
6438,2631664469,297427852,0,27108232,False,یوسفی ۲۳,residential,30.0,113.237,"LINESTRING (59.5204378 36.3562376, 59.5205507 36.355957, 59.5207131 36.3555534, 59.5207363 36.3554957, 59.5208473 36.3552746)",161.1,,,,,
6439,2631664471,2631664469,0,257684938,False,امامیه ۳۱,residential,30.0,57.337,"LINESTRING (59.5198284 36.3560794, 59.5204378 36.3562376)",72.1,,,,,
6440,2631664471,2631664472,0,257684939,False,,residential,30.0,31.562,"LINESTRING (59.5198284 36.3560794, 59.5199157 36.3558044)",165.7,,,,,
6441,2631664471,5669434639,0,257684938,False,امامیه ۳۱,residential,30.0,40.443,"LINESTRING (59.5198284 36.3560794, 59.5196535 36.3560579, 59.5193856 36.356009)",258.8,,,,,
6442,2631664472,2631664471,0,257684939,False,,residential,30.0,31.562,"LINESTRING (59.5199157 36.3558044, 59.5198284 36.3560794)",345.7,,,,,
6443,2631664472,5669434638,0,594589344,False,امامیه ۲۹,residential,,46.287,"LINESTRING (59.5199157 36.3558044, 59.5204103 36.3559253)",73.1,,,,,
6444,2631664472,5669434637,0,594589344,False,امامیه ۲۹,residential,,52.7,"LINESTRING (59.5199157 36.3558044, 59.5193526 36.3556667)",253.1,,,,,
6445,2631664473,483193564,0,27108230,False,امامیه ۲۳,residential,30.0,34.486,"LINESTRING (59.5202531 36.3549648, 59.5205764 36.3551333)",57.1,,,,,
6446,2631664473,278214273,0,27108230,False,امامیه ۲۳,residential,30.0,72.308,"LINESTRING (59.5202531 36.3549648, 59.5195753 36.3546114)",237.1,,,,,
6447,2631664473,5669434635,0,257684940,False,امامیه ۲۳/۲,residential,30.0,37.882,"LINESTRING (59.5202531 36.3549648, 59.5200297 36.3552541)",328.1,,,,,
6448,2631664474,5669434635,0,257684940,False,امامیه ۲۳/۲,residential,30.0,15.932,"LINESTRING (59.5199358 36.3553758, 59.5200297 36.3552541)",148.1,,,,,
6449,2631664474,5669434634,0,594589342,False,امامیه ۲۷,residential,,28.197,"LINESTRING (59.5199358 36.3553758, 59.5202451 36.3554233)",79.2,,,,,
6450,2631664474,5669434633,0,594589342,False,امامیه ۲۷,residential,,39.991,"LINESTRING (59.5199358 36.3553758, 59.5195131 36.3552598)",251.2,,,,,
6451,2631664616,297427636,0,237038757,False,یوسفی ۱۵,residential,30.0,24.393,"LINESTRING (59.5144034 36.3556241, 59.5144315 36.3554059)",174.1,,,,,
6452,2631664616,2631664618,0,257684959,False,,residential,30.0,65.633,"LINESTRING (59.5144034 36.3556241, 59.5136705 36.3556221)",269.8,,,,,
6453,2631664616,2449869933,0,237038757,False,یوسفی ۱۵,residential,30.0,108.521,"LINESTRING (59.5144034 36.3556241, 59.514397 36.3557236, 59.5143956 36.355745, 59.5143937 36.355879, 59.5144324 36.3565992)",1.4,,,,,
6454,2631664618,2631664620,0,257684959,False,,residential,30.0,28.482,"LINESTRING (59.5136705 36.3556221, 59.5136767 36.3558782)",1.1,,,,,
6455,2631664618,2631664616,0,257684959,False,,residential,30.0,65.633,"LINESTRING (59.5136705 36.3556221, 59.5144034 36.3556241)",89.8,,,,,
6456,2631664618,2631664622,0,257684960,False,,residential,30.0,26.521,"LINESTRING (59.5136705 36.3556221, 59.5136829 36.3553838)",177.6,,,,,
6457,2631664620,2631664618,0,257684959,False,,residential,30.0,28.482,"LINESTRING (59.5136767 36.3558782, 59.5136705 36.3556221)",181.1,,,,,
6458,2631664620,4190155977,0,418644857,False,ادیب ۱۷,residential,30.0,40.674,"LINESTRING (59.5136767 36.3558782, 59.5141309 36.3558768)",90.2,,,,,
6459,2631664620,4190155976,0,418644857,False,ادیب ۱۷,residential,30.0,37.871,"LINESTRING (59.5136767 36.3558782, 59.5132538 36.355879)",270.1,,,,,
6460,2631664622,2631664618,0,257684960,False,,residential,30.0,26.521,"LINESTRING (59.5136829 36.3553838, 59.5136705 36.3556221)",357.6,,,,,
6461,2631664622,4190155979,0,418644859,False,ادیب ۱۵,residential,30.0,43.719,"LINESTRING (59.5136829 36.3553838, 59.5141711 36.3553843)",89.9,,,,,
6462,2631664622,4190155978,0,418644859,False,ادیب ۱۵,residential,30.0,40.108,"LINESTRING (59.5136829 36.3553838, 59.5132404 36.3553281)",261.1,,,,,
6463,2631664624,297427642,0,257684961,False,,residential,30.0,56.759,"LINESTRING (59.5137856 36.3548579, 59.5138956 36.3543552)",170.0,,,,,
6464,2631664624,5669467282,0,594594049,False,ادیب ۱۳,residential,,42.641,"LINESTRING (59.5137856 36.3548579, 59.5142575 36.3549091)",82.3,,,,,
6465,2631664624,5669467281,0,594594049,False,ادیب ۱۳,residential,,41.249,"LINESTRING (59.5137856 36.3548579, 59.5133291 36.3548084)",262.3,,,,,
6466,2631664625,297427852,0,27108230,False,امامیه ۲۳,residential,30.0,76.033,"LINESTRING (59.5215601 36.3556461, 59.5208473 36.3552746)",237.1,,,,,
6467,2631664625,297427850,0,27108230,False,امامیه ۲۳,residential,30.0,98.505,"LINESTRING (59.5215601 36.3556461, 59.5223266 36.3560457, 59.5224835 36.3561275)",57.1,,,,,
6468,2631664625,5669434642,0,257684962,False,امامیه ۲۳/۶,residential,30.0,34.969,"LINESTRING (59.5215601 36.3556461, 59.5214348 36.3558603, 59.5214074 36.3559348)",336.9,,,,,
6469,2631664628,5669434642,0,257684962,False,امامیه ۲۳/۶,residential,30.0,36.388,"LINESTRING (59.5212951 36.3562493, 59.5214074 36.3559348)",164.0,,,,,
6470,2631664628,6610549651,0,703999960,False,,residential,,46.342,"LINESTRING (59.5212951 36.3562493, 59.520785 36.3561791)",260.3,,,,,
6471,2631664628,6610549649,0,703999960,False,,residential,,64.429,"LINESTRING (59.5212951 36.3562493, 59.521596 36.3563406, 59.5219264 36.3565192)",62.0,,,,,
