,u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,bearing,junction,access,bridge
146,260430656,273510838,0,25121187,True,,بولوار جلال آل احمد,secondary,50,70.897,"LINESTRING (59.5326889 36.3436497, 59.5325188 36.343027)",192.4,,,
147,260430656,260630865,0,55179464,False,,کوچه جلال آل احمد ۷۲,residential,30,305.313,"LINESTRING (59.5326889 36.3436497, 59.5293616 36.3442467)",282.6,,,
148,260430686,260630866,0,191252423,False,,کوچه جلال آل احمد ۷۱,residential,30,151.77,"LINESTRING (59.5328104 36.3436279, 59.5344644 36.3433312)",102.6,,,
149,260430686,6115109530,0,970332026,True,,بولوار جلال آل احمد,secondary,50,126.47,"LINESTRING (59.5328104 36.3436279, 59.5330232 36.3444172, 59.5330988 36.3447412)",11.8,,,
150,260589584,260589588,0,24029230,True,,بولوار امامت,secondary,60,841.8520000000001,"LINESTRING (59.5325088 36.3183866, 59.532583 36.3187524, 59.5340111 36.3237599, 59.5342242 36.3245081, 59.534579 36.3257708)",12.7,,,
151,260589588,260589590,0,24029230,True,,بولوار امامت,secondary,60,51.964,"LINESTRING (59.534579 36.3257708, 59.5346996 36.3261277, 59.534727 36.3262226)",14.8,,,
152,260589588,260747094,0,24043221,True,,بولوار معلم,primary_link,,76.72999999999999,"LINESTRING (59.534579 36.3257708, 59.5347762 36.3259078, 59.534971 36.3259719, 59.5350761 36.3260034, 59.5353463 36.3260378)",66.6,,,
153,260589590,260747094,0,387107520,True,2,بولوار معلم,primary,60,59.163,"LINESTRING (59.534727 36.3262226, 59.5353463 36.3260378)",110.3,,,
154,260589590,260589591,0,387107521,True,,بولوار امامت,secondary,60,13.842,"LINESTRING (59.534727 36.3262226, 59.5347595 36.3263443)",12.1,,,
155,260589591,260589909,0,24301650,True,3,بولوار معلم,primary,60,17.951,"LINESTRING (59.5347595 36.3263443, 59.5345725 36.3264023)",291.1,,,
156,260589591,260589592,0,387107521,True,,بولوار امامت,secondary,60,25.235,"LINESTRING (59.5347595 36.3263443, 59.5348137 36.326567)",11.1,,,
157,260589592,260589593,0,387107521,True,,بولوار امامت,secondary,60,61.125,"LINESTRING (59.5348137 36.326567, 59.5349496 36.3271057)",11.5,,,
158,260589593,268921457,0,24744508,False,,کوچه امامت ۳,residential,30,223.531,"LINESTRING (59.5349496 36.3271057, 59.5373797 36.3266495)",103.1,,,
159,260589593,669958771,0,387107521,True,,بولوار امامت,secondary,60,27.66,"LINESTRING (59.5349496 36.3271057, 59.5350236 36.3273472)",13.9,,,
160,260589594,669958770,0,24301748,True,,بولوار استقلال,secondary,50,37.632,"LINESTRING (59.5351182 36.3276683, 59.5355282 36.3275946)",102.6,,,
161,260589594,263266208,0,965864640,True,3,بولوار امامت,secondary,60,10.384,"LINESTRING (59.5351182 36.3276683, 59.5351453 36.3277591)",13.5,,,
162,260589906,263266210,0,24301611,True,,بولوار استقلال,secondary,50,39.95,"LINESTRING (59.5349599 36.3277928, 59.5345258 36.3278751)",283.2,,,
163,260589906,260589907,0,24478332,True,,بولوار امامت,secondary,40,10.431,"LINESTRING (59.5349599 36.3277928, 59.5349378 36.3277007)",190.9,,,
164,260589907,260589908,0,960710455,True,,بولوار امامت,secondary,40,64.497,"LINESTRING (59.5349378 36.3277007, 59.5347793 36.3271349)",192.7,,,
165,260589907,260589594,0,960710456,True,,بولوار استقلال,secondary,50,16.558,"LINESTRING (59.5349378 36.3277007, 59.5351182 36.3276683)",102.6,,,
166,260589908,268441825,0,24696206,False,,کوچه امامت ۲۴,residential,30,107.671,"LINESTRING (59.5347793 36.3271349, 59.5335966 36.3273073)",280.3,,,
167,260589908,260589909,0,960710455,True,,بولوار امامت,secondary,40,83.542,"LINESTRING (59.5347793 36.3271349, 59.5345962 36.3264867, 59.5345725 36.3264023)",192.8,,,
168,260589909,263268983,0,24301650,True,3,بولوار معلم,primary,60,108.706,"LINESTRING (59.5345725 36.3264023, 59.5334478 36.3267693)",292.0,,,
169,260589909,260589910,0,960710455,True,,بولوار امامت,secondary,40,13.396,"LINESTRING (59.5345725 36.3264023, 59.53455 36.3262832)",188.7,,,
170,260589910,260589590,0,960657767,True,,بولوار معلم,primary,70,17.229,"LINESTRING (59.53455 36.3262832, 59.534727 36.3262226)",113.0,,,
171,260589910,260589912,0,960657768,True,,بولوار امامت,secondary,40,66.679,"LINESTRING (59.53455 36.3262832, 59.5344136 36.3256937)",190.6,,,
172,260589912,268440321,0,52153126,True,,کوچه امامت ۲۲,residential,30,123.92,"LINESTRING (59.5344136 36.3256937, 59.5331209 36.3260903)",290.8,,,
173,260589912,260589913,0,960657768,True,,بولوار امامت,secondary,40,63.805,"LINESTRING (59.5344136 36.3256937, 59.5342491 36.3251354)",193.4,,,
174,260589913,260589914,0,960657768,True,,بولوار امامت,secondary,40,67.839,"LINESTRING (59.5342491 36.3251354, 59.5340732 36.324542)",193.4,,,
175,260589914,268440319,0,52153123,True,,کوچه امامت ۱۸,residential,30,141.259,"LINESTRING (59.5340732 36.324542, 59.5325926 36.3249789)",290.1,,,
176,260589914,260589915,0,960657768,True,,بولوار امامت,secondary,40,63.639,"LINESTRING (59.5340732 36.324542, 59.5339153 36.323984)",192.8,,,
177,260589915,260589916,0,960657768,True,,بولوار امامت,secondary,40,66.816,"LINESTRING (59.5339153 36.323984, 59.5337444 36.3233991)",193.2,,,
178,260589916,268440317,0,24696163,True,,کوچه امامت ۱۴,residential,30,159.214,"LINESTRING (59.5337444 36.3233991, 59.5320725 36.3238846)",289.8,,,
179,260589916,260589917,0,960657768,True,,بولوار امامت,secondary,40,66.906,"LINESTRING (59.5337444 36.3233991, 59.5335798 36.3228122)",192.7,,,
180,260589917,260589918,0,960657768,True,,بولوار امامت,secondary,40,62.858,"LINESTRING (59.5335798 36.3228122, 59.5334214 36.3222615)",193.0,,,
181,260589918,264160400,0,24351324,True,,خیابان امامت ۱۰,tertiary,40,178.84,"LINESTRING (59.5334214 36.3222615, 59.5315622 36.3228471)",291.4,,,
182,260589918,260589919,0,960657768,True,,بولوار امامت,secondary,40,68.134,"LINESTRING (59.5334214 36.3222615, 59.5332496 36.3216646)",193.1,,,
183,260589919,260589920,0,960657768,True,,بولوار امامت,secondary,40,65.498,"LINESTRING (59.5332496 36.3216646, 59.5330904 36.3210897)",192.6,,,
184,260589920,268440178,0,24696068,False,,کوچه امامت ۶,residential,30,196.303,"LINESTRING (59.5330904 36.3210897, 59.5310397 36.3217115)",290.6,,,
185,260589920,260589921,0,960657768,True,,بولوار امامت,secondary,40,65.872,"LINESTRING (59.5330904 36.3210897, 59.5329191 36.3205136)",193.5,,,
186,260589921,5247626512,0,542809837,False,,کوچه امامت ۴,residential,30,204.876,"LINESTRING (59.5329191 36.3205136, 59.5307855 36.3211766)",291.1,,,
187,260589921,260589922,0,960657768,True,,بولوار امامت,secondary,40,41.209,"LINESTRING (59.5329191 36.3205136, 59.5328167 36.3201523)",192.9,,,
188,260589922,264160782,0,24351389,False,,کوچه امامت ۲,residential,30,172.349,"LINESTRING (59.5328167 36.3201523, 59.531017 36.3206998)",290.7,,,
189,260589922,260589923,0,960657768,True,,بولوار امامت,secondary,40,196.297,"LINESTRING (59.5328167 36.3201523, 59.5324344 36.3187784, 59.5323285 36.3184314)",192.9,,,
190,260589923,260589584,0,24029247,True,,,secondary_link,,21.823000000000004,"LINESTRING (59.5323285 36.3184314, 59.5323329 36.3184121, 59.5323429 36.3183942, 59.532358 36.3183788, 59.5323772 36.3183667, 59.5323994 36.3183587, 59.5324234 36.3183552, 59.5324477 36.3183565, 59.5324709 36.3183624, 59.5324917 36.3183726, 59.5325088 36.3183866)",107.1,,,
191,260589923,260124278,0,960657768,True,,بولوار امامت,secondary,40,69.03200000000001,"LINESTRING (59.5323285 36.3184314, 59.5322544 36.3183504, 59.5321144 36.3182856, 59.5319598 36.318258, 59.531772 36.3182364, 59.5316362 36.3182439)",251.4,,,
192,260590107,663057110,0,24351374,True,,۳ وکیل آباد,residential,30,11.312,"LINESTRING (59.5304583 36.3187242, 59.5304652 36.3187485, 59.5304863 36.3188234)",12.8,,,
193,260590109,264160988,0,"[24351392, 645535115]",False,,"['وکیل آباد ۵', 'حسینی']",residential,,223.834,"LINESTRING (59.5293394 36.3190739, 59.52935 36.3191086, 59.5294991 36.3195973, 59.5296396 36.3200581, 59.5297809 36.3205212, 59.5299357 36.3210287)",13.8,,,
194,260590110,264160616,0,"[91010768, 645535117]",False,,"['۷ وکیل آباد', 'میرزا کوچک خان']",residential,30,69.112,"LINESTRING (59.5283585 36.3193826, 59.5283722 36.3194206, 59.5285407 36.3198861, 59.5285698 36.3199803)",15.9,,,
195,260590113,268150691,0,24671071,False,,۹ وکیل آباد,residential,30,69.55799999999999,"LINESTRING (59.5263914 36.3199927, 59.5264186 36.3200288, 59.5266786 36.3205732)",21.7,,,
196,260590113,260128439,0,352013074,True,2,بولوار جلال آل احمد,secondary,50,171.664,"LINESTRING (59.5263914 36.3199927, 59.5256774 36.3202061, 59.5253912 36.32034, 59.5252728 36.3203725, 59.5250889 36.3204332, 59.5249952 36.3204875, 59.5249389 36.3205524, 59.52492 36.3206616, 59.5249171 36.3207818)",303.6,,,
197,260630862,287363018,0,238479757,False,,کوچه سید رضی ۶۵,residential,30,157.856,"LINESTRING (59.5257492 36.3442694, 59.5274669 36.3439514)",102.9,,,
198,260630862,260630865,0,"[55179464, 24032398]",False,,کوچه جلال آل احمد ۷۲,residential,30,374.669,"LINESTRING (59.5257492 36.3442694, 59.5258946 36.3447489, 59.5260998 36.3448308, 59.5293616 36.3442467)",90.4,,,
199,260630862,2017077027,0,"[593432192, 26241265, 238479757]",False,,"['کوچه سید رضی ۶۳', 'کوچه سید رضی ۶۵']",residential,30,361.359,"LINESTRING (59.5257492 36.3442694, 59.5245383 36.3444804, 59.5240196 36.3443347, 59.5239139 36.3439538, 59.5256333 36.3436443)",188.5,,,
200,260630865,273510448,0,25121158,False,,شهید قاسمی,tertiary,30,69.456,"LINESTRING (59.5293616 36.3442467, 59.5291925 36.3436371)",192.6,,,
201,260630865,260430656,0,55179464,False,,کوچه جلال آل احمد ۷۲,residential,30,305.313,"LINESTRING (59.5293616 36.3442467, 59.5326889 36.3436497)",102.6,,,
202,260630865,260630862,0,"[55179464, 24032398]",False,,کوچه جلال آل احمد ۷۲,residential,30,374.669,"LINESTRING (59.5293616 36.3442467, 59.5260998 36.3448308, 59.5258946 36.3447489, 59.5257492 36.3442694)",270.4,,,
203,260630866,273511918,0,25121335,False,,,residential,30,70.846,"LINESTRING (59.5344644 36.3433312, 59.5342936 36.3427091)",192.5,,,
204,260630866,260430686,0,191252423,False,,کوچه جلال آل احمد ۷۱,residential,30,151.77,"LINESTRING (59.5344644 36.3433312, 59.5328104 36.3436279)",282.6,,,
205,260630866,260630867,0,191252427,False,,,residential,30,157.589,"LINESTRING (59.5344644 36.3433312, 59.5361818 36.3430231)",102.6,,,
206,260630867,273511917,0,25121282,False,,میرزا کوچک خان (آموزگار ۱۷),tertiary,40,70.621,"LINESTRING (59.5361818 36.3430231, 59.5360103 36.3424032)",192.6,,,
207,260630867,260630866,0,191252427,False,,,residential,30,157.589,"LINESTRING (59.5361818 36.3430231, 59.5344644 36.3433312)",282.6,,,
208,260630867,260630868,0,191252427,False,,,residential,30,136.339,"LINESTRING (59.5361818 36.3430231, 59.5376676 36.3427565)",102.6,,,
209,260630868,273512277,0,26241273,False,,,residential,30,70.411,"LINESTRING (59.5376676 36.3427565, 59.5374892 36.3421398)",193.1,,,
210,260630868,9301884883,0,191252417,False,,کوچه امامت ۷۴,residential,30,124.182,"LINESTRING (59.5376676 36.3427565, 59.53902 36.3425104)",102.7,,,
211,260630868,260630867,0,191252427,False,,,residential,30,136.339,"LINESTRING (59.5376676 36.3427565, 59.5361818 36.3430231)",282.6,,,
212,260630961,667353623,0,968794508,False,,میدان امام علی,trunk,30,91.67,"LINESTRING (59.5215638 36.3447289, 59.5220646 36.3446316, 59.5225701 36.3445883)",99.8,circular,,
213,260630966,260631053,0,968794523,False,,میدان امام علی,trunk,30,45.657,"LINESTRING (59.5235762 36.3446318, 59.5240719 36.3447276)",76.5,circular,,
214,260630966,667353623,0,968794507,False,,میدان امام علی,trunk,30,90.622,"LINESTRING (59.5235762 36.3446318, 59.5228204 36.3445668, 59.5225701 36.3445883)",266.9,circular,,
215,260631053,260630966,0,968794523,False,,میدان امام علی,trunk,30,45.657,"LINESTRING (59.5240719 36.3447276, 59.5235762 36.3446318)",256.5,circular,,
216,260631053,1704148205,0,158185071,True,,,trunk_link,,176.98899999999998,"LINESTRING (59.5240719 36.3447276, 59.5247667 36.3448539, 59.5260222 36.3449707)",81.2,,,
217,260631438,268924000,0,973434454,False,,میدان استقلال,primary,40,33.899,"LINESTRING (59.5434289 36.3268645, 59.5432401 36.3268575, 59.5430541 36.3268287)",263.2,circular,,
218,260631442,268924171,0,24301609,True,,بولوار استقلال,secondary,50,119.416,"LINESTRING (59.542768 36.3266708, 59.5425618 36.3265995, 59.5423892 36.3265513, 59.5422397 36.3265455, 59.5420317 36.3265762, 59.5414803 36.3266747)",270.2,,,
219,260631442,268924000,0,381812631,False,,میدان استقلال,primary,40,31.345,"LINESTRING (59.542768 36.3266708, 59.5428625 36.32674, 59.5429771 36.3268035, 59.5430541 36.3268287)",55.6,circular,,
220,260631442,260631446,0,963182237,False,,میدان استقلال,primary,40,67.899,"LINESTRING (59.542768 36.3266708, 59.5426479 36.3265118, 59.5425964 36.3264012, 59.5425706 36.3262559, 59.5425878 36.3260969)",194.2,circular,,
221,260631446,260631448,0,963182236,False,,میدان استقلال,primary,40,38.877,"LINESTRING (59.5425878 36.3260969, 59.5426908 36.3259171, 59.5428195 36.3258065)",147.3,circular,,
222,260631446,260631442,0,963182237,False,,میدان استقلال,primary,40,67.899,"LINESTRING (59.5425878 36.3260969, 59.5425706 36.3262559, 59.5425964 36.3264012, 59.5426479 36.3265118, 59.542768 36.3266708)",14.2,circular,,
223,260631448,268922676,0,24744680,True,,ورودی بزرگراه آزادی,trunk_link,,87.672,"LINESTRING (59.5428195 36.3258065, 59.5429069 36.3256379, 59.5429326 36.3255065, 59.5429069 36.3252783, 59.5428725 36.3250363)",176.8,,,
224,260631448,260631446,0,963182236,False,,میدان استقلال,primary,40,38.877,"LINESTRING (59.5428195 36.3258065, 59.5426908 36.3259171, 59.5425878 36.3260969)",327.3,circular,,
225,260654602,260654955,0,386678099,True,,بولوار فرهنگ,tertiary,40,12.288,"LINESTRING (59.5266668 36.3244245, 59.5265386 36.3244638)",290.8,,,
226,260654602,658920272,0,386678098,True,,بولوار جلال آل احمد,secondary,50,23.4,"LINESTRING (59.5266668 36.3244245, 59.5267029 36.3245098, 59.5267514 36.3246236)",18.9,,,
227,260654606,268150699,0,24696176,False,,کوچه جلال آل احمد ۱۹,residential,30,155.794,"LINESTRING (59.5276595 36.3265649, 59.5292675 36.3260313)",112.4,,,
228,260654606,3288423230,0,386678098,True,,بولوار جلال آل احمد,secondary,50,182.687,"LINESTRING (59.5276595 36.3265649, 59.5283881 36.3280994)",20.9,,,
229,260654609,260747089,0,975579432,True,,بولوار معلم,primary,70,143.506,"LINESTRING (59.5285692 36.3282062, 59.5300643 36.3277428)",111.0,,,
230,260654947,3288423233,0,969484715,True,2,بولوار جلال آل احمد,secondary,50,20.121,"LINESTRING (59.5282427 36.3283082, 59.5282838 36.3281303)",169.5,,,
231,260654947,260654609,0,975579432,True,,بولوار معلم,primary,70,31.371,"LINESTRING (59.5282427 36.3283082, 59.5285692 36.3282062)",111.2,,,
232,260654948,268150977,0,24696042,False,,کوچه جلال آل احمد ۲۶,residential,30,142.725,"LINESTRING (59.5279169 36.3277004, 59.526431 36.3281635)",291.1,,,
233,260654949,268150976,0,191060800,False,,کوچه جلال آل احمد ۲۴,residential,30,143.088,"LINESTRING (59.527661 36.3271493, 59.5261723 36.3276156)",291.2,,,
234,260654950,268150975,0,24695415,False,,کوچه جلال آل احمد ۲۲,residential,30,155.598,"LINESTRING (59.5275477 36.3265931, 59.5259171 36.3270751)",290.1,,,
235,260654950,3288430089,0,969484715,True,2,بولوار جلال آل احمد,secondary,50,95.376,"LINESTRING (59.5275477 36.3265931, 59.5271758 36.3257894)",200.4,,,
236,260654951,268150974,0,24695414,False,,کوچه جلال آل احمد ۲۰,residential,30,145.416,"LINESTRING (59.5271722 36.3260553, 59.5256595 36.3265296)",291.3,,,
237,260654953,268150973,0,24695412,False,,کوچه جلال آل احمد ۱۸,residential,30,141.871,"LINESTRING (59.5268779 36.3255216, 59.5254014 36.3259829)",291.2,,,
238,260654955,658920263,0,969484715,True,2,بولوار جلال آل احمد,secondary,50,11.363,"LINESTRING (59.5265386 36.3244638, 59.5264965 36.3243674)",199.4,,,
239,260654955,658920265,0,386678099,True,,بولوار فرهنگ,tertiary,40,26.468,"LINESTRING (59.5265386 36.3244638, 59.5264571 36.3244887, 59.5262624 36.3245483)",290.8,,,
240,260657563,260657564,0,968231265,True,3,بزرگراه امام علی,trunk,80,84.477,"LINESTRING (59.4981948 36.3456701, 59.4990985 36.3454525)",106.6,,,
241,260657564,260657571,0,968402307,False,,میدان امام حسن,trunk,30,368.599,"LINESTRING (59.4990985 36.3454525, 59.4995427 36.3453429, 59.5004869 36.3451355, 59.5009418 36.3450663, 59.501637 36.3450456, 59.5021176 36.3450525, 59.5031489 36.3450996)",96.2,circular,,
242,260657571,3876204465,0,964338604,True,3,بزرگراه امام علی,trunk,80,173.346,"LINESTRING (59.5031489 36.3450996, 59.5050789 36.3452166)",85.7,,,
243,260657571,260657564,0,968402307,False,,میدان امام حسن,trunk,30,368.599,"LINESTRING (59.5031489 36.3450996, 59.5021176 36.3450525, 59.501637 36.3450456, 59.5009418 36.3450663, 59.5004869 36.3451355, 59.4995427 36.3453429, 59.4990985 36.3454525)",276.2,circular,,
244,260657574,260657577,0,964338566,True,3,بزرگراه امام علی,trunk,80,157.644,"LINESTRING (59.5073125 36.3451889, 59.5090726 36.3451799)",90.4,,,
245,260657574,260745754,0,951295614,True,,بولوار دانشجو,secondary,50,74.496,"LINESTRING (59.5073125 36.3451889, 59.5076917 36.3451082, 59.5078214 36.3450514, 59.5079636 36.3449437, 59.5080212 36.3448811)",118.3,,,
246,260657577,1704148220,0,"[951295610, 951295612]",True,3,بزرگراه امام علی,trunk,"['60', '80']",543.715,"LINESTRING (59.5090726 36.3451799, 59.5125774 36.3451478, 59.5145488 36.3451336, 59.515143 36.3451293)",90.6,,,
247,260690025,1030097752,0,964338599,False,,میدان دانشجو,secondary,30,8.719,"LINESTRING (59.5035136 36.3315011, 59.5036087 36.3315178)",77.7,circular,,
248,260690147,1030097847,0,88742967,False,,میدان دانشجو,secondary,30,7.235,"LINESTRING (59.5032911 36.3316156, 59.5032714 36.3316787)",345.9,circular,,
